customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0423-UDIJQ,Male,True,False,False,9,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,49.2,447.9,False
5766-XQXMQ,Female,False,False,False,29,True,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),68.85,1970.5,True
4250-WAROZ,Male,True,True,True,60,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,93.25,5774.55,False
9057-MSWCO,Male,True,True,False,27,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,False,Credit card (automatic),30.75,805.1,True
6217-KDYWC,Male,False,False,True,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.6,1170.55,False
6390-DSAZX,Female,False,False,True,1,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,73.6,73.6,True
3186-BAXNB,Female,False,False,False,1,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,False,Electronic check,91.7,91.7,True
8917-FAEMR,Female,False,False,False,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.85,784.25,False
8204-YJCLA,Male,True,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),64.8,4732.35,False
8714-EUHJO,Female,False,True,True,31,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,91.15,2995.45,True
8878-RYUKI,Female,False,False,False,52,True,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,59.45,3043.7,False
6941-KXRRV,Female,True,True,False,48,True,No,DSL,No,Yes,No,No,No,Yes,One year,True,Bank transfer (automatic),58.95,2789.7,False
1894-IGFSG,Female,False,False,False,22,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,89.25,1907.85,True
5899-MQZZL,Female,False,False,False,13,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,75.0,999.45,True
9152-AMKAK,Male,False,False,False,6,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Mailed check,80.25,493.4,False
6135-OZQVA,Female,False,False,False,7,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,53.65,404.35,False
3407-JMJQQ,Female,False,True,True,71,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),109.0,7661.8,False
4919-MOAVT,Male,False,False,True,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.65,220.1,True
5825-XJOCM,Male,False,False,True,48,True,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,True,Bank transfer (automatic),64.4,3035.35,False
3948-FVVRP,Male,False,True,True,9,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,54.8,452.8,False
3070-DVEYC,Male,True,False,False,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,73.75,545.15,True
6240-EURKS,Female,False,False,True,18,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,35.0,553.0,True
7446-YPODE,Male,True,False,False,11,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),60.25,662.95,False
2959-FENLU,Female,False,False,False,9,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Credit card (automatic),85.3,781.4,False
8225-BTJAU,Male,True,False,False,10,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,79.25,793.55,True
3247-MHJKM,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,20.2,False
2657-ALMWY,Female,True,True,False,26,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,84.95,2169.75,True
4452-QIIEB,Male,False,False,False,7,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,43.9,278.4,False
6603-QWSPR,Female,False,False,False,46,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),104.4,4904.2,False
9717-IOAAF,Male,False,False,True,27,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.85,788.55,False
7254-IQWOZ,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.65,69.65,True
2460-FPSYH,Female,True,False,False,40,False,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,55.8,2109.35,True
0617-FHSGK,Male,False,False,True,49,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),75.2,3678.3,True
4250-ZBWLV,Male,False,False,False,68,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,108.45,7176.55,True
4495-LHSSK,Female,False,False,True,18,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,57.65,992.7,False
3957-LXOLK,Female,True,False,False,28,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.15,3152.5,True
5781-BKHOP,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,False,Bank transfer (automatic),100.65,7334.05,False
6691-CCIHA,Female,False,True,False,62,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Electronic check,84.95,5150.55,False
3957-SQXML,Female,False,True,True,34,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.95,894.3,False
6416-JNVRK,Female,False,False,False,46,True,No,DSL,No,No,No,No,No,Yes,One year,False,Credit card (automatic),55.65,2688.85,False
2040-OBMLJ,Male,False,False,False,31,True,Yes,Fiber optic,No,No,No,Yes,No,No,One year,False,Credit card (automatic),81.7,2548.65,False
8982-NHAVY,Male,False,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),100.5,2673.45,False
9554-DFKIC,Male,False,True,True,30,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),54.45,1588.7,False
3797-FKOGQ,Male,False,False,True,11,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,86.2,893.2,False
0691-IFBQW,Female,True,False,False,46,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,110.0,4874.8,True
0440-QEXBZ,Female,False,False,False,44,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,50.15,2139.1,False
8738-JOKAR,Female,False,False,False,42,True,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,True,Mailed check,67.7,2882.25,False
7410-KTVFV,Male,False,True,False,18,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,49.55,878.35,True
2817-LVCPP,Female,False,False,False,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,1023.95,False
6497-TILVL,Female,False,True,True,7,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,50.7,350.35,False
0839-JTCUD,Female,False,True,True,66,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.9,5958.85,False
0128-MKWSG,Female,False,False,True,26,False,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,False,Mailed check,45.8,1147.0,False
3716-BDVDB,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.1,69.1,True
7159-NOKYQ,Male,False,True,False,67,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,True,Electronic check,93.15,6368.2,False
7714-YXSMB,Female,False,False,False,26,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),100.5,2599.95,False
4070-OKWVH,Female,False,True,False,52,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,False,Bank transfer (automatic),94.6,5025.8,False
1689-YQBYY,Female,False,False,True,12,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.6,893.0,False
1907-UBQFC,Male,True,False,False,10,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,72.85,688.65,True
1895-QTKDO,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),43.95,43.95,False
3537-RYBHH,Female,True,True,False,47,True,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),67.45,3252.0,False
5414-OFQCB,Male,False,False,False,57,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,True,Credit card (automatic),90.45,5229.8,False
1031-IIDEO,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.85,70.85,True
3258-SYSWS,Male,True,False,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),113.8,7845.8,False
0723-VSOBE,Female,True,False,False,45,False,No phone service,DSL,No,No,No,No,No,Yes,One year,False,Electronic check,34.2,1596.6,False
6188-UXBBR,Female,False,True,False,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.25,814.75,False
1941-HOSAM,Male,False,True,True,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.1,90.1,False
3633-CDBUW,Male,False,False,True,17,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,80.85,1445.95,False
8295-KMENE,Female,False,True,True,59,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,True,Mailed check,76.45,4519.5,False
0125-LZQXK,Male,False,False,False,15,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,101.35,1553.95,True
9730-DRTMJ,Male,False,True,False,32,True,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,True,Credit card (automatic),72.8,2333.05,False
1047-RNXZV,Male,False,False,False,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,876.15,False
5699-BNCAS,Male,True,False,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.65,1766.75,False
0206-TBWLC,Female,False,True,False,54,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Mailed check,114.65,6049.5,False
9095-HFAFX,Female,False,False,False,5,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),81.0,389.6,True
3131-NWVFJ,Female,False,True,True,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.55,294.5,False
0596-BQCEQ,Female,False,True,True,62,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.15,6283.3,True
5248-RPYWW,Female,True,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),90.15,6716.45,False
6362-QHAFM,Male,False,True,False,42,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,108.3,4586.15,False
7394-LWLYN,Female,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.15,123.8,False
2452-MRMZF,Female,True,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.7,1937.4,False
6609-MXJHJ,Female,False,True,True,30,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,25.1,789.55,False
5981-ITEMU,Male,False,True,False,40,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),97.1,3706.95,True
0191-EQUUH,Female,False,False,True,25,False,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,False,Bank transfer (automatic),35.05,844.45,False
9253-VIFJQ,Male,False,True,False,65,True,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,False,Credit card (automatic),67.05,4309.55,False
1245-HARPS,Female,False,True,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.4,292.4,False
5627-TVBPP,Female,False,False,True,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.1,644.5,False
1137-DGOWI,Female,False,True,False,30,True,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,False,Bank transfer (automatic),70.25,2198.9,False
8812-ZRHFP,Female,False,True,True,30,True,No,Fiber optic,No,No,Yes,No,No,Yes,One year,False,Electronic check,86.45,2538.05,False
5223-UZAVK,Male,False,False,False,64,True,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,True,Credit card (automatic),100.3,6603.8,False
0730-BGQGF,Male,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),90.3,6287.3,False
4430-UZIPO,Male,False,False,False,3,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,36.85,108.7,True
3030-YDNRM,Male,False,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.85,572.45,False
2025-JKFWI,Male,False,False,False,13,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,99.0,1301.7,True
2332-TODQS,Female,False,False,False,48,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),25.05,1171.5,False
3709-OIJEA,Male,False,False,False,26,True,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,True,Electronic check,85.2,2184.6,False
0930-EHUZA,Female,False,False,False,36,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,True,Mailed check,76.35,2606.35,False
9174-IHETN,Female,False,False,True,50,True,No,Fiber optic,No,No,No,No,No,No,Two year,False,Credit card (automatic),70.35,3533.6,False
5724-BIDBU,Male,False,True,False,49,True,Yes,DSL,Yes,No,No,No,No,No,One year,True,Electronic check,55.35,2633.95,False
1217-VASWC,Male,True,True,False,43,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),100.55,4304.0,False
1735-XMJVH,Male,False,True,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.35,152.6,False
1791-PQHBB,Female,False,False,True,2,True,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),61.2,125.95,False
1492-QGCLU,Male,False,True,True,53,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,85.7,4616.1,False
3327-YBAKM,Female,False,True,False,64,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,True,Mailed check,96.9,6314.35,False
5206-HPJKM,Male,False,False,False,17,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),55.5,934.15,False
9814-AOUDH,Male,False,False,False,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.5,1050.5,False
6888-SBYAI,Male,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,50.7,50.7,False
1545-ACTAS,Female,False,True,True,48,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),99.7,4977.2,False
7634-WSWDB,Female,False,False,True,8,False,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,38.5,330.8,False
6818-DJXAA,Female,False,False,True,10,True,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,91.1,964.35,False
2896-TBNBE,Male,False,True,False,40,True,No,Fiber optic,No,Yes,Yes,No,No,No,One year,False,Electronic check,80.8,3132.75,False
2498-XLDZR,Female,False,True,True,32,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Mailed check,73.6,2316.85,False
5439-WIKXB,Male,True,True,False,41,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.55,3851.45,False
3393-FMZPV,Female,False,False,False,25,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.25,2387.75,True
1452-KIOVK,Male,False,False,True,22,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Credit card (automatic),89.1,1949.4,False
5598-IKHQQ,Female,False,False,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.45,1866.45,False
5789-LDFXO,Male,False,False,False,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.6,592.65,False
6620-HVDUJ,Male,False,False,False,24,True,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),60.45,1440.75,False
8659-HDIYE,Female,True,False,False,64,True,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,False,Credit card (automatic),74.65,4869.35,False
5760-IFJOZ,Male,False,False,False,3,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Mailed check,107.95,313.6,False
7442-YGZFK,Male,False,False,False,1,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),49.8,49.8,False
7537-CBQUZ,Male,True,False,False,63,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),109.4,7031.45,False
0939-EREMR,Female,False,False,True,13,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,53.45,718.1,False
7395-XWZOY,Male,False,False,False,20,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Credit card (automatic),55.0,1165.55,False
0292-WEGCH,Female,False,True,True,54,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,86.2,4524.05,False
4487-ZYJZK,Female,False,True,True,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.6,763.1,False
5539-TMZLF,Male,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.75,69.75,True
9610-WCESF,Male,False,False,False,67,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Electronic check,43.9,3097.2,False
1264-BYWMS,Male,False,False,False,55,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.8,5283.95,True
1177-XZBJL,Male,False,True,True,53,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,False,Bank transfer (automatic),64.15,3491.55,False
6199-IPCAO,Female,False,True,True,29,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,26.1,692.55,False
3800-LYTRK,Female,False,False,False,14,True,No,DSL,Yes,No,No,Yes,No,No,One year,False,Mailed check,55.7,795.15,False
8869-TORSS,Female,False,False,False,48,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,True,Credit card (automatic),60.35,2896.4,True
0667-NSRGI,Female,False,True,False,48,True,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,True,Mailed check,69.55,3435.6,False
2853-CWQFQ,Male,False,False,True,1,True,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,True,Mailed check,59.55,59.55,False
3378-AJRAO,Male,False,True,True,44,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.85,1013.6,False
9495-SKLKD,Male,False,True,True,45,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),95.95,4456.65,False
1450-SKCVI,Female,False,False,False,56,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,73.85,4092.85,True
8069-YQQAJ,Male,False,False,False,14,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,31.1,419.7,False
4450-DLLMH,Male,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),71.3,157.75,False
3340-QBBFM,Male,True,True,False,36,True,No,DSL,No,No,Yes,Yes,No,No,One year,False,Credit card (automatic),54.1,1992.85,False
5669-SRAIP,Female,False,False,False,5,False,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,39.5,210.75,True
9220-CXRSC,Female,False,True,True,69,True,Yes,DSL,Yes,No,No,Yes,No,No,Two year,False,Credit card (automatic),61.4,4059.85,False
0181-RITDD,Male,False,True,True,62,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,108.15,6825.65,False
7878-RTCZG,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,19.9,False
0708-SJDIS,Female,False,False,False,34,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Mailed check,65.0,2157.5,False
3842-QTGDL,Male,False,True,False,16,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),80.75,1321.3,False
7473-ZBDSN,Female,False,True,True,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,18.8,255.55,False
6559-RAKOZ,Male,False,True,True,49,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,97.95,4917.9,False
9689-PTNPG,Male,False,False,False,2,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.25,144.55,True
5859-HZYLF,Male,False,True,True,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.15,515.75,False
6234-PFPXL,Male,False,True,False,22,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,False,Credit card (automatic),95.9,2234.95,False
6289-CPNLD,Male,False,True,True,33,True,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,73.9,2405.05,True
6368-TZZDT,Male,False,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.5,96.85,False
3865-ZFZIB,Male,False,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.65,358.15,False
7164-BPTUT,Male,False,False,True,57,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,89.55,5012.35,False
9134-WYRVP,Male,False,False,False,51,True,No,Fiber optic,Yes,No,No,No,Yes,No,One year,False,Mailed check,86.35,4267.15,False
7663-RGWBC,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,44.15,44.15,True
0258-NOKBL,Male,False,False,False,3,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,False,Electronic check,90.4,268.45,False
6469-MRVET,Male,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,20.2,20.2,False
2834-JKOOW,Female,False,False,False,15,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Mailed check,45.9,693.45,False
7639-LIAYI,Male,False,False,False,52,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),79.75,4217.8,False
4710-FDUIZ,Male,False,True,False,56,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Credit card (automatic),100.3,5614.45,True
5835-BEQEU,Male,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.95,228.4,True
5701-GUXDC,Female,False,True,False,26,False,No phone service,DSL,Yes,No,Yes,No,No,No,One year,False,Credit card (automatic),35.4,978.6,False
5795-KTGUD,Female,False,True,False,68,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),110.8,7553.6,False
7009-LGECI,Female,False,False,False,4,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),50.55,235.65,False
6285-FTQBF,Male,False,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.55,1867.7,False
0691-NIKRI,Female,False,False,False,40,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),105.95,4335.2,False
1587-FKLZB,Male,True,True,True,66,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.5,6822.15,True
1064-FBXNK,Male,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.85,19.85,False
3197-ARFOY,Female,True,False,False,19,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,105.0,2007.25,False
8717-VCTXJ,Male,False,False,False,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.55,839.4,False
4947-DSMXK,Male,False,True,True,34,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),97.7,3410.0,False
4614-NUVZD,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.1,81.1,True
2925-VDZHY,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),88.7,6501.35,False
7297-DVYGA,Female,False,False,False,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,996.95,False
0533-BNWKF,Female,True,True,False,55,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,85.45,4874.7,True
6097-EQISJ,Female,False,True,True,66,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),102.45,6615.15,True
6267-DCFFZ,Female,True,True,False,30,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.05,2627.2,False
5913-INRQV,Male,True,True,False,34,True,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,False,Mailed check,90.15,3128.8,False
5536-SLHPM,Female,False,True,False,55,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,77.75,4458.15,True
6838-YAUVY,Female,False,False,False,54,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,True,Bank transfer (automatic),95.1,5064.85,False
4628-CTTLA,Male,False,False,False,57,False,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,39.3,2111.45,True
1867-BDVFH,Male,False,True,True,11,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.35,834.2,True
